17,御源大湖区 1楼带花园稀缺资源 限量发售,御源大湖区??3室2厅??95.3平米??南,龙泉驿城区二手房/低楼层(共18层)/2012年建塔楼,距离2号线书房站688米独家随时看房,80万,8395 元/m2,21人看过此房
18,保利中心 美领馆 棕南棕北 正读棕北小学,保利中心??3室1厅??90平米??南,棕北二手房/低楼层(共38层)/2013年建塔楼,棕北小学距离1号线倪家桥站382米随时看房,170万,18889 元/m2,48人看过此房
19,成渝立交三环边边上三区套二房东急卖有钥匙看房方便,尚东美林三区??2室1厅??77.76平米??南,万年场二手房/高楼层(共26层)/2010年建板塔结合,房本满两年独家,50万,6431 元/m2,41人看过此房
20,一环边 地铁房学区房 精装修 标准套三,信苑??4室2厅??129.8平米??南,衣冠庙二手房/中楼层(共7层)/2000年建板楼,玉林附小距离3号线高升桥站451米满五年唯一,128万,9862 元/m2,0人看过此房
21,精装小套二就在锦江城市花园一期 公摊小得房高,锦江城市花园一期??2室1厅??51.39平米??南,三圣乡二手房/高楼层(共34层)/2009年建塔楼,锦江外国语小学房本满两年独家,43万,8368 元/m2,21人看过此房
22,诚心出售精装顶跃带花园.老城区品质小区,江南房子北区??4室2厅??209平米??西南,温江老城二手房/高楼层(共6层)/2004年建板楼,满五年唯一,115万,5503 元/m2,0人看过此房
23,西南交大旁清水套四 稀缺电梯小高层 采光好,交大万嘉蓉杏园??4室2厅??143平米??西南,犀浦二手房/低楼层(共10层)/2011年建塔楼,满五年唯一,82万,5735 元/m2,0人看过此房
24,一环内+看河房（电梯）+安静+装修好+单价低,顺通河滨公寓??4室2厅??183.38平米??南,猛追湾二手房/高楼层(共9层)/2002年建板楼,距离4号线市二医院站559米房本满两年随时看房,155万,8453 元/m2,1人看过此房
25,买一赠二 送屋顶花园 送地下储物间 5室3卫 稀缺啊,武侯祠大街4号??3室2厅??117.7平米??东北,华西二手房/高楼层(共7层)/1995年建板塔结合,锦里小学距离1号线华西坝站1055米房本满两年独家随时看房,112万,9516 元/m2,13人看过此房
26,顶跃套四、主卧前后带花园、小区背后就是学校！！清水！,锦绣阳光??4室2厅??165平米??南,琉璃场二手房/高楼层(共6层)/2005年建板楼,盐小锦馨分校房本满两年独家随时看房,100万,6061 元/m2,11人看过此房
27,川师东校区旁。单价4300，买在绕城内！！！,洪景丽苑??4室2厅??159.79平米??南,洪河二手房/高楼层(共6层)/2009年建板塔结合,房本满两年独家随时看房,69万,4319 元/m2,18人看过此房
28,牛市口地铁蜀都花园 精装修标准套三 地铁学区房,蜀都花园??3室2厅??111.94平米??东北,水碾河二手房/高楼层(共26层)/2003年建板楼,教师进修校附小距离4号线玉双路站849米独家,118万,10542 元/m2,39人看过此房
29,内金沙 读金沙小学 金地嘉年华  豪装套三带家具家电,金地嘉年华城A区??3室2厅??125平米??东北,金沙二手房/高楼层(共18层)/2010年建板楼,距离2号线羊犀立交站729米独家,155万,12400 元/m2,34人看过此房
,title,where,other,chanquan,price,price-pre,square
0,带平台花园的学区房、套三双卫、精装修拎包入住！,绿地圣路易名邸二期??3室2厅??120平米??西,簇桥二手房/低楼层(共12层)/2013年建板塔结合,龙江路小学武侯新城分校房本满两年,138万,11500 元/m2,6人看过此房
1,瑞通凯域新出精装套三双卫，保养非常棒！！！,瑞通凯域??3室2厅??110.56平米??西北,贝森二手房/中楼层(共11层)/2006年建板塔结合,泡小境界分校距离4号线清江西路站835米独家随时看房,98万,8864 元/m2,21人看过此房
2,世纪锦苑 纯绿天然氧吧 环境优雅 南北通透,世纪锦苑??4室2厅??208平米??南,桐梓林二手房/低楼层(共6层)/2004年建板楼,桐梓林小学距离1号线桐梓林站648米房本满两年,210万,10097 元/m2,13人看过此房
3,置信新出套三 豪华装修中间楼层对碧华邻不吵有名额,置信丽都玉园天俊??3室2厅??143.76平米??南,光华泡小二手房/中楼层(共12层)/2007年建板楼,泡小西区独家随时看房,168万,11687 元/m2,17人看过此房
4,桐梓林地铁口二环人南立交锦官新城178平精装房,锦官新城西区??3室2厅??174平米??东南,航空路二手房/中楼层(共9层)/1998年建塔楼,科华中路小学距离1号线桐梓林站379米房本满两年,205万,11782 元/m2,10人看过此房
5,建设路 精装套三 南北通透户型 拎包直接入住,高地??3室2厅??113平米??南,建设路二手房/中楼层(共18层)/2008年建板楼,满五年唯一,150万,13275 元/m2,7人看过此房
6,全景中庭 套二  视野开阔  简单装修 好收拾,浅水半岛二期??2室2厅??89平米??西北,八里小区二手房/高楼层(共27层)/2009年建板塔结合,电子科大附小满五年唯一,90万,10113 元/m2,6人看过此房
7,城南高端小区 稀户型 豪装套三 带地暖，全环保材料，,神仙树大院一期??3室2厅??153.69平米??南,神仙树二手房/中楼层(共17层)/2006年建板塔结合,高新实小旧校区房本满两年,290万,18870 元/m2,9人看过此房
8,东南向对中庭，哥特式建筑风格，套3双卫，安静宜居,恒大绿洲??3室2厅??122.3平米??西,大面二手房/中楼层(共32层)/2011年建板塔结合,满五年唯一,85万,6951 元/m2,7人看过此房
9,永陵公园 机关三幼旁边 大套二 你值得拥有,永陵路7号??2室2厅??78.18平米??南,通惠门二手房/高楼层(共5层)/1999年建板楼,石笋街小学西区距离4号线宽窄巷子站775米满五年唯一,65万,8315 元/m2,6人看过此房
10,首套房 低首付 买满五唯一86平优质套二 黄金楼层,静居寺南街198号??2室1厅??86.12平米??东,静居寺二手房/中楼层(共6层)/2002年建塔楼,满五年唯一独家,71万,8245 元/m2,3人看过此房
11,蜀汉路地铁口 精装套二 温馨舒适不临街 拎包入住 ,益民苑??2室2厅??71.21平米??南,蜀汉路二手房/高楼层(共7层)/1998年建板楼,营门口小学距离2号线一品天下站804米满五年唯一,60万,8426 元/m2,6人看过此房
12,标准套二 房子不临街 格局方正 带阳台 学区房,八里阳光??2室2厅??91平米??南,八里小区二手房/中楼层(共18层)/2007年建板楼,满五年唯一,85万,9341 元/m2,7人看过此房
13,首付10万轻松置业，年轻人过渡、装修保养真心好,映日荷花??2室1厅??57平米??西,五块石二手房/中楼层(共23层)/2009年建塔楼,五块石小学房本满两年随时看房,46万,8071 元/m2,21人看过此房
14,万科次新房 看过来,万科加州湾??2室1厅??80.21平米??东南,沙湾二手房/高楼层(共31层)/2008年建塔楼,光荣小学房本满两年随时看房,86万,10722 元/m2,18人看过此房
15,锦绣光华89平53万套二,锦绣光华??2室2厅??89.2平米??东,外光华二手房/高楼层(共17层)/2010年建板楼,同辉小学房本满两年随时看房,53万,5942 元/m2,19人看过此房
16,国际花园 玉林中学旁 温馨电梯房 就等你看房,国际花园??2室2厅??87.56平米??东,衣冠庙二手房/低楼层(共15层)/2005年建板楼,玉林附小距离3号线衣冠庙站639米房本满两年随时看房,89万,10165 元/m2,21人看过此房
17,入户带超大入户花园，套二单卫，次卧带一个6平米的书房,蓝谷地三四期??2室2厅??93平米??南,蓝谷地二手房/中楼层(共13层)/2008年建板楼,锦江实验学校房本满两年随时看房,76万,8173 元/m2,7人看过此房
18,锦城苑 楼王位置  出门地铁口   读石笋街,锦城苑??3室2厅??131.58平米??西,茶店子二手房/中楼层(共7层)/1999年建板楼,石笋街小学新区距离2号线一品天下站130米独家随时看房,115万,8740 元/m2,19人看过此房
19,水岸华庭 新出房源 优质套二 拎包入住,水岸华庭??2室2厅??71平米??南,万象城二手房/中楼层(共28层)/2009年建塔楼,双庆小学距离4号线万年场站站456米房本满两年随时看房,73万,10282 元/m2,7人看过此房
20,洞子口花满庭，标准三阳台，简装套二，正对中庭超安静,蓝光花满庭一期??2室2厅??71.23平米??北,五块石二手房/高楼层(共21层)/2009年建板塔结合,房本满两年随时看房,65万,9126 元/m2,14人看过此房
21,简装套二，简单家具，简单生活，简单享受，总结低,蓝光花满庭一期??2室2厅??76平米??南,五块石二手房/高楼层(共21层)/2009年建板塔结合,房本满两年随时看房,67万,8816 元/m2,9人看过此房
22,三环内低总价的套三双卫，户型方正，南北通透楼层比较好,兴元嘉园??3室2厅??110平米??东,武侯立交二手房/低楼层(共6层)/2005年建板楼,晋阳小学房本满两年随时看房,78万,7091 元/m2,19人看过此房
23,黄金楼层  中庭不临街 主卧带阳台 户型通透,百花东街52号??2室1厅??66平米??北,双楠二手房/中楼层(共7层)/2000年建板塔结合,武侯实验小学距离3号线高升桥站1041米房本满两年随时看房,55万,8334 元/m2,19人看过此房
24,正对中庭，有车位，可带车位一期卖，家具家电全齐可落户,锦江城市花园二期??2室1厅??47平米??西北,三圣乡二手房/中楼层(共34层)/2010年建塔楼,锦江外国语小学房本满两年随时看房,45万,9575 元/m2,11人看过此房
25,梧桐世家 地铁旁 紧凑小套二 中庭不临街 ,梧桐世家二期??1室1厅??43.04平米??南,芳草二手房/高楼层(共12层)/2003年建板楼,芳草小学距离3号线衣冠庙站466米房本满两年随时看房,54万,12547 元/m2,13人看过此房
26,齐力碧水湾标准套二 有读书名额,齐力碧水湾??2室1厅??89平米??南,光华泡小二手房/中楼层(共6层)/2007年建板楼,泡小西区房本满两年随时看房,120万,13484 元/m2,8人看过此房
27,二环交大地铁房，电梯14楼，正南朝向，直接入住,欧波罗??1室1厅??41.68平米??南,九里堤二手房/高楼层(共19层)/2008年建板楼,九里堤小学房本满两年随时看房,32万,7678 元/m2,12人看过此房
28,芳草小学对面 标准套二 南北通透,沙子堰西巷3号??2室1厅??69.95平米??南,芳草二手房/中楼层(共7层)/2000年建板楼,芳草小学距离3号线衣冠庙站536米房本满两年随时看房,62万,8864 元/m2,21人看过此房
29,国安厅 单位房 负公摊 送16万子母车位 位置安静,百仁安盛??3室2厅??145.03平米??西北,高家庄二手房/低楼层(共18层)/2008年建板楼,迎宾路小学房本满两年随时看房,122万,8413 元/m2,20人看过此房
,title,where,other,chanquan,price,price-pre,square
0,交通局宿舍 地铁物业 学区房 黄金4楼无公摊 套二,交通局宿舍??2室1厅??60平米??南,广福桥二手房/中楼层(共7层)/2000年建板楼,距离3号线高升桥站418米房本满两年随时看房,57万,9500 元/m2,21人看过此房
1,地铁口 海科名城 清水套三 带大平台使用,海科名城??2室2厅??95.76平米??东南,温江大学城二手房/高楼层(共27层)/2011年建板楼,房本满两年随时看房,45万,4700 元/m2,51人看过此房
2,梦幻电梯 学区房 首付低 清水房 可随意装修,兴元丽园A区??3室2厅??82.1平米??西南,武侯立交二手房/高楼层(共11层)/2005年建塔楼,磨小分校房本满两年随时看房,58万,7065 元/m2,18人看过此房
3,翰林上岛 居家套二 学区房 上学方便 急售,翰林上岛??2室2厅??64.52平米??东南,航空港二手房/高楼层(共16层)/2008年建塔楼,西航港小学房本满两年随时看房,45万,6975 元/m2,19人看过此房
4,一环边 精装套三 首付17万 学区房 小区巴适 ,信苑??4室2厅??130平米??南,衣冠庙二手房/高楼层(共7层)/2000年建板楼,玉林附小距离3号线高升桥站451米房本满两年随时看房,108万,8308 元/m2,16人看过此房
5,清水套三，采光好 ，医院旁， 学区房  ,东立国际花城??3室2厅??93.5平米??南,蛟龙港二手房/高楼层(共14层)/2015年建塔楼,房本满两年随时看房,56万,5990 元/m2,52人看过此房
6,牛市口地铁旁 摩根中心 套二双卫  卧室带阳台  ,摩根中心??2室2厅??86.04平米??南,九眼桥二手房/中楼层(共40层)/2010年建板塔结合,教师进修校附小距离2号线牛市口站350米房本满两年随时看房,93万,10809 元/m2,34人看过此房
7,中华家园西区150平简装跃层改善空间大,中华家园（西区）??4室1厅??154.17平米??南,西南财大二手房/高楼层(共6层)/2004年建板楼,花园小学房本满两年随时看房,175万,11352 元/m2,10人看过此房
8,科华之星,科华之星??1室1厅??57.09平米??南,火车南站二手房/中楼层(共18层)/2002年建板塔结合,科华中路小学距离1号线桐梓林站1006米房本满两年随时看房,48万,8408 元/m2,71人看过此房
9,光华大道  经典稀缺跃层  四室 地铁房 学区房,公园大道??4室2厅??139平米??西南,光华大道沿线二手房/高楼层(共16层)/2012年建板塔结合,房本满两年随时看房,70万,5036 元/m2,8人看过此房
10,装修可直接入住，客厅带大阳台,西西里一期??3室2厅??87.32平米??东南,茶店子二手房/低楼层(共33层)/2008年建板塔结合,茶店子小学南区距离2号线茶店子客运站站651米房本满两年随时看房,87万,9964 元/m2,17人看过此房
11,外双楠伊藤对面 电梯顶楼 带平台,双楠美邻??2室2厅??72.48平米??西 北,外双楠二手房/高楼层(共12层)/2003年建板楼,棕北西区房本满两年随时看房,68万,9382 元/m2,66人看过此房
12,清水套三，光华大道旁，地铁四号线站口，户型方正，,公园大道??3室2厅??131平米??南,光华大道沿线二手房/高楼层(共28层)/2012年建板塔结合,房本满两年随时看房,70万,5344 元/m2,45人看过此房
13,优质套三，空房出售，户型方正，采光好，即买即赚。,育才都市家园二期??3室2厅??124平米??东,东光小区二手房/高楼层(共6层)/2006年建塔楼,盐道街小学得胜分校房本满两年随时看房,148万,11936 元/m2,65人看过此房
14,紧邻浣花溪 正读川大附小 多层2楼带3阳台,华馨名屋??3室1厅??102.37平米??南,外双楠二手房/低楼层(共6层)/2004年建板楼,川大附小西区房本满两年随时看房,90万,8792 元/m2,80人看过此房
15,小区门口  小高层  居家装修  拎包入住  满两年,派克公馆??2室2厅??74平米??东南,成外二手房/高楼层(共13层)/2011年建塔楼,犀浦实验小学距离2号线金周路站606米房本满两年随时看房,53万,7163 元/m2,34人看过此房
16,南三环，发改委单位房，超高品质，超值价格,南延新苑??2室2厅??96平米??南,东苑二手房/低楼层(共28层)/2011年建塔楼,和平学校距离1号线火车南站站1074米房本满两年随时看房,98万,10209 元/m2,69人看过此房
17,星辉路 低楼层套三 投资自住都可以 结构好,星辉中路14号??3室1厅??67.5平米??南,马鞍路二手房/低楼层(共7层)/2000年建板楼,距离4号线太升南路站1156米房本满两年随时看房,62万,9186 元/m2,37人看过此房
18,杨柳河边 稀缺小户型带花园 赠送大,海峡新城四期??2室2厅??84平米??东南,温江大学城二手房/高楼层(共6层)/2008年建板塔结合,房本满两年随时看房,48万,5715 元/m2,32人看过此房
19,地铁房 锦绣森邻花园洋房 优质A2户型 单价低,锦绣森邻??4室2厅??180平米??东南,光华大道沿线二手房/中楼层(共5层)/2008年建板塔结合,房本满两年随时看房,96万,5334 元/m2,7人看过此房
20,蓝色理想 套二 户型方正 低首付低月供 刚需首选 急,劲力蓝色理想??2室2厅??84.04平米??东南,航天二手房/低楼层(共18层)/2006年建板塔结合,龙泉四小房本满两年随时看房,45万,5355 元/m2,32人看过此房
21,店长推荐+地铁口套三+赠送超大阳台+对中庭,西江月??3室2厅??128平米??东南,成外二手房/高楼层(共17层)/2009年建塔楼,犀浦实验小学距离2号线百草路站803米房本满两年随时看房,90万,7032 元/m2,51人看过此房
22,二环伊藤旁 一站式学区房 单价六千多 套三双卫,西藏阳光苑??3室2厅??135平米??东北,外双楠二手房/高楼层(共7层)/2005年建板楼,棕北西区房本满两年随时看房,89万,6593 元/m2,76人看过此房
23,华西附二院旁 景区好房子 标准套四实得面积大视野开阔,华都美林湾??1室0厅??139.7平米??西南 东北,三圣乡二手房/高楼层(共33层)/2012年建板塔结合,三圣小学房本满两年随时看房,106万,7588 元/m2,17人看过此房
24,建设路伊藤旁！经典小套三！黄金楼层！,首创爱这城??3室1厅??115平米??南,建设路二手房/中楼层(共33层)/2009年建板塔结合,建设路小学本部房本满两年随时看房,124万,10783 元/m2,40人看过此房
25,圣菲二期清水套二，三个阳台，三个连接板，实得100平,蓝光圣菲town城??2室1厅??79.7平米??东,航空港二手房/高楼层(共22层)/2009年建塔楼,川大西航港实小房本满两年随时看房,54万,6776 元/m2,39人看过此房
26,神仙树大院五期精装修套二 投资客和年轻人不二之选,神仙树大院五期??2室1厅??79平米??南,神仙树二手房/中楼层(共18层)/2011年建塔楼,高新实小旧校区房本满两年随时看房,110万,13925 元/m2,142人看过此房
27,星辉苑 星辉中路 经典错层 房东诚售,星辉苑??3室2厅??154.61平米??南,马鞍路二手房/高楼层(共7层)/2003年建板楼,距离4号线太升南路站1192米房本满两年随时看房,98万,6339 元/m2,15人看过此房
28,果壳里的城  经典套三户型  中间楼层 看房方便,果壳里的城??3室1厅??86.45平米??东,龙泉驿城区二手房/中楼层(共34层)/2012年建塔楼,距离2号线书房站841米房本满两年随时看房,59万,6825 元/m2,12人看过此房
29,博瑞电梯中间楼层 空房套三 ,博瑞都市花园??3室2厅??134.88平米??南,优品道二手房/中楼层(共11层)/2003年建板楼,青羊实验附小距离4号线文化宫站454米房本满两年随时看房,190万,14087 元/m2,15人看过此房
,title,where,other,chanquan,price,price-pre,square
0,中环地铁口 通透型大套三 黄金楼层,罗兰小镇??3室2厅??105.21平米??东北,理工大二手房/中楼层(共17层)/2008年建板塔结合,二仙桥学校房本满两年独家,82万,7794 元/m2,30人看过此房
1,春天大道二期稀缺户型套三，前后双阳台，看河景，对中庭,春天大道??3室2厅??132平米??南,光华大道沿线二手房/中楼层(共24层)/2009年建板塔结合,随时看房,89万,6743 元/m2,72人看过此房
2,南湖通透套三户型，赠送大阳台，带入户花园。,南湖国际社区??3室2厅??143平米??西,南湖二手房/低楼层(共34层)/2010年建板楼,随时看房,112万,7833 元/m2,77人看过此房
3,想在市中心买套三想不是多层想环境稍好想总价低！就它了,银唐国际??3室1厅??114.7平米??北,合江亭二手房/低楼层(共28层)/2006年建板塔结合,龙王庙小学距离2号线东门大桥站716米随时看房,135万,11770 元/m2,108人看过此房
4,内金沙 读金沙小学 金地嘉年华c区  套三带家具家电,金地嘉年华城C区??3室2厅??122.14平米??东南,金沙二手房/低楼层(共18层)/2014年建塔楼,距离2号线羊犀立交站729米独家随时看房,152万,12445 元/m2,40人看过此房
5,明珠园二期 3室2厅 105万,明珠园二期??3室2厅??113.65平米??西南,川师二手房/高楼层(共6层)/2004年建板楼,菱窼路小学距离2号线塔子山公园站1155米满五年唯一,105万,9239 元/m2,0人看过此房
6,送80平米方正花园，门口无遮挡4米层高舒服的很，中庭,保利香槟光华??3室2厅??88平米??南,万家湾二手房/低楼层(共18层)/2000年建板楼,实小西区距离4号线中坝站970米随时看房,135万,15341 元/m2,64人看过此房
7,地铁口 快装修完了大套3+1 未住过人,英郡二期??4室2厅??141.56平米??南,新会展二手房/低楼层(共32层)/2010年建板塔结合,世纪城南路学校距离1号线天府三街站312米随时看房,152万,10738 元/m2,53人看过此房
8,位置安静的稀缺房，带车位享受政府家属区待遇,南苑小区A区??4室2厅??183平米??南 北,金融城二手房/中楼层(共16层)/2008年建板塔结合,泡小天府距离1号线孵化园站490米随时看房,430万,23498 元/m2,67人看过此房
9,川大附小西区学区房 精装套三带拉通式超大阳台拎包入住,龙华阳光??3室2厅??98.96平米??北,外双楠二手房/低楼层(共11层)/2006年建板楼,川大附小西区随时看房,99万,10005 元/m2,76人看过此房
10,清水河畔 电梯简装套四 紫气东来 明厨明卫 拎包入住,中海龙湾半岛??4室2厅??136.43平米??南,龙湾二手房/中楼层(共18层)/2009年建板塔结合,川大附小清水河校区房本满两年,191万,14000 元/m2,4人看过此房
11,中海翠屏湾精装挑高户型，楼王位置安静舒适。,中海翠屏湾??3室2厅??121平米??西,城南宜家二手房/高楼层(共18层)/2009年建板楼,随时看房,185万,15290 元/m2,91人看过此房
12,读泡小  临地铁   南北通透   ,中海九号公馆??4室2厅??170平米??北,金融城二手房/高楼层(共31层)/2015年建板塔结合,泡小天府随时看房,330万,19412 元/m2,50人看过此房
13,春天大道在售稀缺精装套二 低楼层适合居住朝南,春天大道??2室2厅??84平米??南,光华大道沿线二手房/低楼层(共16层)/2009年建板塔结合,独家随时看房,65万,7739 元/m2,40人看过此房
14,稀缺103套三 采光好户型通透方正 可落户有学位,中洲中央城邦??3室2厅??103.2平米??西南,东大路二手房/中楼层(共24层)/2016年建板塔结合,成师附小慧源校区距离4号线万年场站站652米随时看房,145万,14051 元/m2,92人看过此房
15,33平大赠送，实得182平大套三，正看江景,长城半岛1期??4室2厅??147平米??东南,天府长城二手房/高楼层(共32层)/2010年建板塔结合,锦晖小学随时看房,285万,19388 元/m2,40人看过此房
16,视野开阔 业主急售 户型方正无浪费面积 ,华都美林湾??3室2厅??125平米??东南,三圣乡二手房/高楼层(共32层)/2012年建板塔结合,三圣小学随时看房,96万,7680 元/m2,51人看过此房
17,唯一五跃六，带花园，户型通透，位置安静，带读书名额,万科城市花园??4室2厅??104.33平米??南,川师二手房/高楼层(共6层)/2007年建板塔结合,成师附小万科分校随时看房,189万,18116 元/m2,91人看过此房
18,新上稀缺户型 开间大 户型方正 空房出售 中间楼层,蜀都花园??3室2厅??133.11平米??北,水碾河二手房/中楼层(共18层)/2003年建板楼,教师进修校附小距离2号线牛王庙站772米随时看房,128万,9617 元/m2,63人看过此房
19,公安厅福利房 精装三居室 带车位 客厅带阳台,光华锦苑??3室2厅??131平米??东,外光华二手房/高楼层(共22层)/2013年建板塔结合,泡小绿舟随时看房,170万,12978 元/m2,86人看过此房
20,御景湾精装套四 双证齐全 保养好 拎包入住双地铁口,珠江御景湾??4室2厅??142平米??西南,珠江新城二手房/中楼层(共17层)/2015年建板楼,随时看房,108万,7606 元/m2,54人看过此房
21,读泡小  南北通透 观锦城湖 ,中海九号公馆??4室2厅??170平米??北,金融城二手房/高楼层(共31层)/2015年建板塔结合,泡小天府随时看房,310万,18236 元/m2,65人看过此房
22,市中心文殊院精装稀缺跃层河景房 绝无仅有可拎包入住 ,东珠美地??5室3厅??143.4平米??北,草市街二手房/高楼层(共18层)/2002年建板楼,双眼井小学距离4号线太升南路站947米随时看房,165万,11507 元/m2,59人看过此房
23,标准套三，纯清水，对中庭，配套完善，地铁7号线,顶峰水岸汇景??3室2厅??144.91平米??东南,营门口二手房/中楼层(共33层)/2014年建塔楼,行知小学随时看房,163万,11249 元/m2,105人看过此房
24,如果要观望，我建议你看完这个房子后再观望，一定不会让,家益锦华苑??3室2厅??127平米??东南,猛追湾二手房/中楼层(共32层)/2015年建板塔结合,电子科大附小距离3号线红星桥站152米随时看房,160万,12599 元/m2,102人看过此房
25,优质套四 免增值税免更名费 正读成师附小,中洲中央城邦??4室2厅??167平米??南,东大路二手房/中楼层(共30层)/2016年建板塔结合,成师附小慧源校区距离4号线万年场站站650米随时看房,230万,13773 元/m2,42人看过此房
26,单位房 大套三带保姆间 通透户型，正读泡小,瑞景光华??3室2厅??162.52平米??东南,光华泡小二手房/高楼层(共12层)/2008年建塔楼,泡小西区距离4号线清江西路站1130米随时看房,170万,10461 元/m2,65人看过此房
27,楼王位置，对中庭，非常安静！,长城半岛城邦3期??4室2厅??172.21平米??东南,天府长城二手房/低楼层(共33层)/2013年建板塔结合,锦晖小学随时看房,240万,13937 元/m2,37人看过此房
28,华润凤凰城三期，套三双卫，清水房，中庭，学区房,华润凤凰城三期??4室2厅??157平米??南,大源二手房/中楼层(共32层)/2013年建板楼,益州小学随时看房,285万,18153 元/m2,67人看过此房
29,上海花园，精装套四，中庭安静，视野好，地铁房，学区房,上海花园??3室2厅??158平米??东南,神仙树二手房/高楼层(共13层)/2006年建板楼,高新实小旧校区随时看房,228万,14431 元/m2,91人看过此房
,title,where,other,chanquan,price,price-pre,square
0,优质套四 横厅对中庭 免增值税免更名费 有学位可落户,中洲中央城邦??4室2厅??167平米??南,东大路二手房/中楼层(共30层)/2016年建板塔结合,成师附小慧源校区距离4号线万年场站站650米随时看房,230万,13773 元/m2,60人看过此房
1,优质套五双卫学区房，正读墨池，超大平层，赠送面积大。,建发天府鹭洲??5室2厅??124平米??西南,大源二手房/低楼层(共29层)/2012年建板塔结合,随时看房,245万,19759 元/m2,38人看过此房
2,城西优品道 中庭平层套三双卫 精装拎包入住 地铁口,优品道一、二期??3室2厅??149.83平米??南,优品道二手房/中楼层(共11层)/2006年建板楼,青羊实验附小距离4号线文化宫站1132米随时看房,255万,17020 元/m2,79人看过此房
3,万科楼王位置 豪华装修几乎未住过人 黄金楼层 安静,万科金域蓝湾??4室2厅??107平米??东,建设路二手房/低楼层(共34层)/2009年建板楼,建设路小学本部随时看房,280万,26169 元/m2,78人看过此房
4,实得面积150平米，朝东采光好视野开阔，看房方便,金沙海棠??3室2厅??126.97平米??南,外金沙二手房/高楼层(共20层)/2012年建板塔结合,金沙小学清波校区距离4号线清江西路站827米随时看房,125万,9845 元/m2,80人看过此房
5,金沙鹭岛精品对中庭套四,金沙鹭岛三期??4室2厅??143平米??东南,西单二手房/低楼层(共28层)/2014年建塔楼,金沙小学距离4号线清江西路站601米随时看房,208万,14546 元/m2,50人看过此房
6,明厨明卫电梯标准套三,教育学院教师公寓??3室2厅??124平米??东,华西二手房/高楼层(共31层)/2009年建塔楼,距离1号线省体育馆站171米房本满两年,165万,13307 元/m2,18人看过此房
7,川大橡树林平层河景四房  正带阳台客厅宽趟   好房,望江橡树林二期??4室2厅??147平米??西,三官堂二手房/高楼层(共34层)/2011年建板塔结合,盐道街小学东区随时看房,258万,17552 元/m2,48人看过此房
8,住家精装双卫四房，完美温馨定居成东！,华韵天府??4室2厅??90.58平米??东南,三圣乡二手房/低楼层(共39层)/2013年建塔楼,锦江外国语小学距离2号线洪河站936米随时看房,115万,12696 元/m2,43人看过此房
9,【居家】锦城世家 楼王旁 正对公园 南北朝向 读石小,锦城世家??3室2厅??142.55平米??东北,花牌坊二手房/中楼层(共18层)/2013年建塔楼,石笋街小学西区随时看房,270万,18941 元/m2,50人看过此房
10,一环内地铁房 嘉通云尚精装套二  可拎包入住,嘉通云尚??2室1厅??61.24平米??西北,猛追湾二手房/高楼层(共39层)/2011年建板楼,独家随时看房,72万,11758 元/m2,32人看过此房
11,内金沙稀缺清水套三 户型通透 送入户花园 有学区名额,金沙鹭岛一期??3室2厅??139平米??东南,金沙二手房/低楼层(共27层)/2010年建塔楼,金沙小学距离4号线清江西路站834米随时看房,180万,12950 元/m2,92人看过此房
12,天鹅湖北苑大套三，户型方正，大阳台，地铁房,天鹅湖北苑??3室2厅??157.91平米??南,新会展二手房/低楼层(共31层)/2007年建板塔结合,距离1号线世纪城站270米随时看房,138万,8740 元/m2,65人看过此房
13,内金沙品质花园洋房 独立成院 南北通透,天韵金沙杏苑??3室2厅??142.24平米??东北,金沙二手房/中楼层(共5层)/2006年建板楼,金沙小学距离4号线文化宫站650米随时看房,225万,15819 元/m2,68人看过此房
14,时代晶科名苑！中庭位置！高楼层视野好、采光好！,时代晶科名苑??4室2厅??175.89平米??西南,市一医院二手房/高楼层(共20层)/2013年建塔楼,距离1号线高新站521米随时看房,235万,13361 元/m2,46人看过此房
15,全新套四，婚房首选,恒大绿洲??4室2厅??142平米??东,大面二手房/低楼层(共32层)/2011年建板塔结合,随时看房,88万,6198 元/m2,121人看过此房
16,光明城市套四，带车位，满两年，房东诚心出售,金茂光明城市??4室2厅??125.03平米??南 北,华阳二手房/低楼层(共33层)/2016年建板塔结合,随时看房,125万,9998 元/m2,57人看过此房
17,碧水湾新上清水套三双卫 正读泡小 有名额 可落户 ,齐力碧水湾??3室2厅??113.06平米??南,光华泡小二手房/高楼层(共6层)/2007年建板楼,泡小西区随时看房,117万,10349 元/m2,79人看过此房
18,中海城南一号业主居家装修185户型带车位,中海城南一号??4室2厅??185平米??南,金融城二手房/低楼层(共24层)/2012年建板塔结合,泡小天府距离1号线金融城站545米房本满两年,470万,25406 元/m2,14人看过此房
19,半岛霸气园楼 千里视野 成本价出售 满两年,长城半岛城邦3期??5室2厅??273.78平米??东南,天府长城二手房/中楼层(共30层)/2013年建板塔结合,锦晖小学随时看房,378万,13807 元/m2,56人看过此房
20,青云阁 套三大客厅 双卫 电梯房 采光好 基装很好,青云阁??3室2厅??143.91平米??南,紫荆二手房/低楼层(共11层)/2004年建塔楼,高新实小旧校区随时看房,150万,10424 元/m2,59人看过此房
21,天鹅湖花园F户型  南北通透 对中庭  送车位,天鹅湖花园??3室2厅??252平米??北,新会展二手房/中楼层(共32层)/2008年建塔楼,世纪城南路学校距离1号线世纪城站378米随时看房,260万,10318 元/m2,61人看过此房
